,airline,airlineId,sourceAirport,destAirport,codeShare,stops,equipment,idx_source,idx_dest
47310,AA,24,CLT,RSW,,0,320 321 319 737,2741,2898
47311,US,5265,CLT,RSW,,0,320 321 319 734,2741,2898
47312,DL,2009,CVG,RSW,,0,M88,2597,2898
47313,DL,2009,DTW,RSW,,0,757 753,2025,2898
47314,NK,4687,DTW,RSW,,0,319,2025,2898
47315,B6,3029,LGA,RSW,,0,320,1646,2898
47316,DL,2009,LGA,RSW,Y,0,CR9,1646,2898
47317,DL,2009,MSP,RSW,,0,757 M90,2341,2898
47318,SY,4356,MSP,RSW,,0,738 73G,2341,2898
47319,B6,3029,BOS,RSW,,0,320,1508,2898
47320,B6,3029,HPN,RSW,,0,E90,2153,2898
47321,B6,3029,EWR,RSW,,0,320,334,2898
47322,UA,5209,EWR,RSW,,0,320 738 739,334,2898
47323,AC,330,YYZ,RSW,,0,320,3121,2898
47324,WS,5416,YYZ,RSW,,0,73W 736,3121,2898
47325,AA,24,PHL,RSW,,0,319 E90 320,2634,2898
47326,US,5265,PHL,RSW,,0,319 E90 320,2634,2898
47327,WN,4547,PHL,RSW,,0,73C 733,2634,2898
47328,WN,4547,BDL,RSW,,0,73W,2730,2898
47329,FL,1316,BWI,RSW,,0,717,1470,2898
47330,WN,4547,BWI,RSW,,0,73W 73C 733,1470,2898
47331,UA,5209,CLE,RSW,,0,319 738 320,1238,2898
47332,DL,2009,CMH,RSW,Y,0,E70,502,2898
47333,WN,4547,CMH,RSW,,0,73W,502,2898
47334,AA,24,DCA,RSW,Y,0,E75 E70,3028,2898
47335,FL,1316,DCA,RSW,,0,717,3028,2898
47336,US,5265,DCA,RSW,Y,0,E75 E70,3028,2898
47337,WN,4547,DCA,RSW,Y,0,717,3028,2898
47338,F9,2468,DEN,RSW,,0,319 320,2888,2898
47339,UA,5209,DEN,RSW,,0,738,2888,2898
47340,UA,5209,IAH,RSW,,0,738,389,2898
47341,DL,2009,IND,RSW,,0,E75,1287,2898
47342,WN,4547,IND,RSW,,0,73C 73W,1287,2898
47343,FL,1316,MKE,RSW,Y,0,73W,2156,2898
47344,WN,4547,MKE,RSW,,0,73W,2156,2898
47345,WN,4547,PIT,RSW,,0,73W 73C,1040,2898
47346,WN,4547,PVD,RSW,,0,73W,119,2898
47347,FL,1316,MDW,RSW,,0,717,1117,2898
47348,WN,4547,MDW,RSW,,0,73W 73H,1117,2898
47349,F9,2468,ILG,RSW,,0,320,2189,2898
47350,F9,2468,TTN,RSW,,0,319,2379,2898
47351,NK,4687,ACY,RSW,,0,319,2190,2898
47352,AA,24,ORD,SAN,,0,738,140,2272
47353,AS,439,ORD,SAN,Y,0,738,140,2272
47354,UA,5209,ORD,SAN,,0,73G 320 738 739 319,140,2272
47355,US,5265,ORD,SAN,,0,738,140,2272
47356,WN,4547,STL,SAN,,0,73W,1565,2272
47357,AF,137,ATL,SAN,Y,0,739 763,2170,2272
47358,AS,439,ATL,SAN,Y,0,739 763,2170,2272
47359,AZ,596,ATL,SAN,Y,0,763,2170,2272
47360,DL,2009,ATL,SAN,,0,739 763,2170,2272
47361,FL,1316,ATL,SAN,Y,0,73W,2170,2272
47362,KL,3090,ATL,SAN,Y,0,763 739,2170,2272
47363,VS,5347,ATL,SAN,Y,0,763 739,2170,2272
47364,WN,4547,ATL,SAN,,0,73W,2170,2272
47365,AA,24,MCO,SAN,Y,0,737,2783,2272
47366,AS,439,MCO,SAN,,0,73H,2783,2272
47367,FL,1316,LAS,SAN,Y,0,73W,3262,2272
47368,NK,4687,LAS,SAN,,0,320 319,3262,2272
47369,WN,4547,LAS,SAN,,0,73W 738 73C 733,3262,2272
47370,AA,24,LAX,SAN,Y,0,CRJ CR7,938,2272
47371,AS,439,LAX,SAN,Y,0,CRJ CR7,938,2272
47372,DL,2009,LAX,SAN,Y,0,CR9 CR7,938,2272
47373,UA,5209,LAX,SAN,Y,0,EM2 CR7,938,2272
47374,US,5265,LAX,SAN,Y,0,CRJ CR7,938,2272
47375,AA,24,DFW,SAN,,0,738 M80 M83 757,2188,2272
47376,AS,439,DFW,SAN,Y,0,738 M80 M83 757,2188,2272
47377,NK,4687,DFW,SAN,,0,319,2188,2272
47378,US,5265,DFW,SAN,,0,738 M80 M83 757,2188,2272
47379,AA,24,JFK,SAN,,0,738,1955,2272
47380,AS,439,JFK,SAN,Y,0,757 73H,1955,2272
47381,B6,3029,JFK,SAN,,0,320,1955,2272
47382,DL,2009,JFK,SAN,,0,757 73H,1955,2272
47383,QR,4091,JFK,SAN,Y,0,738,1955,2272
47384,US,5265,JFK,SAN,,0,738,1955,2272
47385,AA,24,MIA,SAN,,0,738,927,2272
47386,US,5265,MIA,SAN,,0,738,927,2272
47387,AA,24,YYC,SAN,,0,737,2233,2272
47388,WS,5416,YYC,SAN,,0,73H 73W,2233,2272
47389,Y4,5325,MEX,SAN,,0,319,70,2272
47390,AA,24,PVR,SAN,Y,0,737,675,2272
47391,AM,321,PVR,SAN,Y,0,73J,675,2272
47392,AS,439,PVR,SAN,,0,73J,675,2272
47393,WN,4547,SAT,SAN,,0,73W,1547,2272
47394,AS,439,SJD,SAN,,0,73H,100,2272
47395,NK,4687,SJD,SAN,,0,319,100,2272
47396,AA,24,LHR,SAN,Y,0,777,148,2272
47397,AY,2350,LHR,SAN,,0,777,148,2272
47398,BA,1355,LHR,SAN,,0,777,148,2272
47399,IB,2822,LHR,SAN,Y,0,777,148,2272
47400,AA,24,NRT,SAN,,0,787,2982,2272
47401,JL,2987,NRT,SAN,,0,788,2982,2272
47402,AA,24,CLT,SAN,,0,320 321,2741,2272
47403,US,5265,CLT,SAN,,0,320 321,2741,2272
47404,AS,439,DTW,SAN,Y,0,753 739 757,2025,2272
47405,DL,2009,DTW,SAN,,0,753 739 757,2025,2272
47406,AS,439,MSP,SAN,Y,0,738 739,2341,2272
47407,DL,2009,MSP,SAN,,0,738 739,2341,2272
47408,SY,4356,MSP,SAN,,0,73G,2341,2272
47409,FL,1316,MSY,SAN,Y,0,73W,1755,2272
47410,WN,4547,MSY,SAN,,0,73W,1755,2272
47411,AA,24,BOS,SAN,Y,0,737,1508,2272
47412,AS,439,BOS,SAN,,0,73H,1508,2272
47413,B6,3029,BOS,SAN,,0,320,1508,2272
47414,UA,5209,EWR,SAN,,0,739 738,334,2272
47415,AC,330,YYZ,SAN,,0,319,3121,2272
47416,AA,24,PHL,SAN,,0,320,2634,2272
47417,US,5265,PHL,SAN,,0,320,2634,2272
47418,WN,4547,ABQ,SAN,,0,73C 733 73W,874,2272
47419,WN,4547,AUS,SAN,,0,73C 73W,1288,2272
47420,WN,4547,BNA,SAN,,0,73W,869,2272
47421,AS,439,BOI,SAN,Y,0,CR7,898,2272
47422,FL,1316,BWI,SAN,Y,0,73H,1470,2272
47423,WN,4547,BWI,SAN,,0,73H 73W 738,1470,2272
47424,AA,24,DCA,SAN,,0,319,3028,2272
47425,US,5265,DCA,SAN,,0,319,3028,2272
47426,F9,2468,DEN,SAN,,0,320 319,2888,2272
47427,FL,1316,DEN,SAN,Y,0,73C,2888,2272
47428,UA,5209,DEN,SAN,,0,320 738 752 739 319,2888,2272
47429,WN,4547,DEN,SAN,,0,73C 73H 73W,2888,2272
47430,AS,439,FAT,SAN,Y,0,DH4,3167,2272
47431,AS,439,HNL,SAN,,0,73H,450,2272
47432,HA,2688,HNL,SAN,,0,332,450,2272
47433,WN,4547,HOU,SAN,,0,73W 73H,1683,2272
47434,UA,5209,IAD,SAN,,0,739 738 320 752 319,672,2272
47435,UA,5209,IAH,SAN,,0,320 738 739 319,389,2272
47436,AS,439,LIH,SAN,,0,73H,507,2272
47437,WN,4547,MCI,SAN,,0,733 73C,1493,2272
47438,AS,439,MRY,SAN,Y,0,DH4,2331,2272
47439,WN,4547,OAK,SAN,,0,73C 73W 733 73H,2967,2272
47440,AS,439,OGG,SAN,,0,73H,2052,2272
47441,FL,1316,OMA,SAN,Y,0,73W,975,2272
47442,AA,24,PDX,SAN,Y,0,737,916,2272
47443,AS,439,PDX,SAN,,0,73G 73H 734 73J 739,916,2272
47444,NK,4687,PDX,SAN,,0,319,916,2272
47445,AA,24,PHX,SAN,,0,320 321,2504,2272
47446,FL,1316,PHX,SAN,Y,0,73W,2504,2272
47447,US,5265,PHX,SAN,,0,320 321,2504,2272
47448,WN,4547,PHX,SAN,,0,73W 733 73C,2504,2272
47449,FL,1316,PVD,SAN,Y,0,73W,119,2272
47450,WN,4547,RNO,SAN,,0,73W,2374,2272
47451,AA,24,SEA,SAN,Y,0,737,55,2272
47452,AS,439,SEA,SAN,,0,73H 73J 734 739 73G,55,2272
47453,DL,2009,SEA,SAN,Y,0,73H 73J 734 739 73G,55,2272
47454,FL,1316,SEA,SAN,Y,0,73C,55,2272
47455,UA,5209,SFO,SAN,,0,738 320 319 739 73G,2977,2272
47456,VX,5331,SFO,SAN,,0,319 320,2977,2272
47457,WN,4547,SFO,SAN,,0,73W 73C 733,2977,2272
47458,FL,1316,SJC,SAN,Y,0,73W,2512,2272
47459,WN,4547,SJC,SAN,,0,73W 73C 733 73H,2512,2272
47460,AS,439,SLC,SAN,Y,0,319 738 320,2056,2272
47461,DL,2009,SLC,SAN,,0,319 738 320,2056,2272
47462,FL,1316,SMF,SAN,Y,0,73W,407,2272
47463,WN,4547,SMF,SAN,,0,73W 73H 73C 733,407,2272
47464,AA,24,STS,SAN,Y,0,DH4,301,2272
47465,AS,439,STS,SAN,Y,0,DH4,301,2272
47466,WN,4547,TUS,SAN,,0,73W 73C 733,2931,2272
47467,FL,1316,MDW,SAN,Y,0,73H 73W 738,1117,2272
47468,WN,4547,MDW,SAN,,0,738 73W 73H,1117,2272
47469,G4,35,BLI,SAN,,0,M80,1573,2272
47470,K5,10765,IPL,SAN,,0,CNC,1194,2272
47471,AA,24,ORD,SAT,Y,0,CR7 E75,140,1547
47472,UA,5209,ORD,SAT,Y,0,CR7 E70,140,1547
47473,US,5265,ORD,SAT,Y,0,CR7 E75,140,1547
47474,FL,1316,STL,SAT,Y,0,73C,1565,1547
47475,WN,4547,STL,SAT,,0,73C 73W,1565,1547
47476,AF,137,ATL,SAT,Y,0,757 M90 320,2170,1547
47477,AZ,596,ATL,SAT,Y,0,M90 757,2170,1547
47478,DL,2009,ATL,SAT,,0,757 M90 320,2170,1547
47479,FL,1316,ATL,SAT,,0,73G,2170,1547
47480,KL,3090,ATL,SAT,Y,0,M90 757,2170,1547
47481,VS,5347,ATL,SAT,Y,0,M90 757,2170,1547
47482,WN,4547,ATL,SAT,,0,73W,2170,1547
47483,DL,2009,MCO,SAT,Y,0,CR9,2783,1547
47484,FL,1316,MCO,SAT,Y,0,73W,2783,1547
47485,WN,4547,MCO,SAT,,0,73H 73W,2783,1547
47486,FL,1316,TPA,SAT,Y,0,73W,3008,1547
47487,WN,4547,TPA,SAT,,0,73W 73C,3008,1547
47488,FL,1316,LAS,SAT,Y,0,73W 733,3262,1547
47489,WN,4547,LAS,SAT,,0,73W 73H 733,3262,1547
47490,UA,5209,LAX,SAT,Y,0,CR7,938,1547
47491,WN,4547,LAX,SAT,,0,73W,938,1547
47492,AA,24,DFW,SAT,,0,M83 M80,2188,1547
47493,US,5265,DFW,SAT,,0,M83 M80,2188,1547
47494,DL,2009,JFK,SAT,,0,73H,1955,1547
47495,FL,1316,CUN,SAT,,0,73G,500,1547
47496,4O,17885,GDL,SAT,,0,320,2809,1547
47497,Y4,5325,GDL,SAT,,0,319 320,2809,1547
47498,4O,17885,MEX,SAT,,0,320,70,1547
47499,AM,321,MEX,SAT,Y,0,EMJ,70,1547
47500,DL,2009,MEX,SAT,,0,EMJ,70,1547
47501,FL,1316,MEX,SAT,,0,73G,70,1547
47502,4O,17885,MTY,SAT,,0,320,1984,1547
47503,AM,321,MTY,SAT,Y,0,ERJ,1984,1547
47504,DL,2009,MTY,SAT,Y,0,ER4,1984,1547
47505,4O,17885,TLC,SAT,,0,320,2138,1547
47506,AA,24,CLT,SAT,,0,319,2741,1547
47507,US,5265,CLT,SAT,,0,319,2741,1547
47508,DL,2009,DTW,SAT,,0,320,2025,1547
47509,DL,2009,MEM,SAT,Y,0,CRJ,18,1547
47510,DL,2009,MSP,SAT,Y,0,CR9 E75 E70,2341,1547
47511,UA,5209,EWR,SAT,,0,739 73G,334,1547
47512,AA,24,PHL,SAT,,0,E90,2634,1547
47513,US,5265,PHL,SAT,,0,E90,2634,1547
47514,WN,4547,BNA,SAT,,0,73W,869,1547
47515,FL,1316,BWI,SAT,Y,0,73W,1470,1547
47516,WN,4547,BWI,SAT,,0,73W,1470,1547
47517,FL,1316,DEN,SAT,Y,0,73W 73C,2888,1547
47518,UA,5209,DEN,SAT,,0,319,2888,1547
47519,WN,4547,DEN,SAT,,0,73C 73W 733,2888,1547
47520,FL,1316,ELP,SAT,Y,0,73C,1867,1547
47521,WN,4547,ELP,SAT,,0,73W 73C 735,1867,1547
47522,FL,1316,HOU,SAT,,1,735,1683,1547
47523,WN,4547,HOU,SAT,,0,73C 73W 735,1683,1547
47524,UA,5209,IAD,SAT,Y,0,CR7 E70,672,1547
47525,UA,5209,IAH,SAT,,0,738 319 73G 739 320,389,1547
47526,AA,24,PHX,SAT,Y,0,CR9,2504,1547
47527,US,5265,PHX,SAT,Y,0,CR9,2504,1547
47528,WN,4547,PHX,SAT,,0,73W 73C,2504,1547
47529,FL,1316,SAN,SAT,Y,0,73W,2272,1547
47530,WN,4547,SAN,SAT,,0,73W,2272,1547
47531,AS,439,SEA,SAT,,0,73H 73J,55,1547
47532,UA,5209,SFO,SAT,Y,0,CR7,2977,1547
47533,DL,2009,SLC,SAT,,0,320,2056,1547
47534,FL,1316,DAL,SAT,Y,0,73C 73W 735,2065,1547
47535,WN,4547,DAL,SAT,,0,73W 735 73C 733,2065,1547
47536,FL,1316,MDW,SAT,Y,0,73W,1117,1547
47537,WN,4547,MDW,SAT,,0,73W,1117,1547
47538,WN,4547,HRL,SAT,,0,735,2167,1547
47539,AA,24,ORD,SDF,Y,0,ERD ER4 E75,140,1834
47540,UA,5209,ORD,SDF,Y,0,ERJ CRJ E70,140,1834
47541,US,5265,ORD,SDF,,0,ER4 E75,140,1834
47542,AF,137,ATL,SDF,Y,0,M88 M90,2170,1834
47543,DL,2009,ATL,SDF,,0,M88 M90,2170,1834
47544,FL,1316,ATL,SDF,,0,717,2170,1834
47545,KL,3090,ATL,SDF,Y,0,M88 M90,2170,1834
47546,VS,5347,ATL,SDF,Y,0,M88 M90,2170,1834
47547,WN,4547,ATL,SDF,,0,73W,2170,1834
47548,DL,2009,MCO,SDF,Y,0,E75,2783,1834
47549,FL,1316,MCO,SDF,Y,0,73W,2783,1834
47550,WN,4547,MCO,SDF,,0,73W,2783,1834
47551,WN,4547,TPA,SDF,,0,73W,3008,1834
47552,WN,4547,LAS,SDF,,0,73W,3262,1834
47553,AA,24,DFW,SDF,,0,M80 M83 319,2188,1834
47554,US,5265,DFW,SDF,,0,ERD M80 M83 319,2188,1834
47555,DL,2009,JFK,SDF,,0,CRJ ERJ,1955,1834
47556,AA,24,MIA,SDF,Y,0,ER4,927,1834
47557,US,5265,MIA,SDF,,0,ER4,927,1834
47558,AA,24,CLT,SDF,,0,CR7 CR9 CRJ,2741,1834
47559,US,5265,CLT,SDF,,0,CR7 CRJ,2741,1834
47560,DL,2009,DTW,SDF,,0,ERJ,2025,1834
47561,AA,24,LGA,SDF,Y,0,ERD,1646,1834
47562,DL,2009,LGA,SDF,,0,ERJ,1646,1834
47563,US,5265,LGA,SDF,,0,ERD,1646,1834
47564,DL,2009,MSP,SDF,,0,ERJ,2341,1834
47565,UA,5209,EWR,SDF,Y,0,ERJ,334,1834
47566,AA,24,PHL,SDF,Y,0,CRJ CR9,2634,1834
47567,US,5265,PHL,SDF,Y,0,CRJ CR9,2634,1834
47568,FL,1316,BWI,SDF,Y,0,73W,1470,1834
47569,WN,4547,BWI,SDF,,0,73W 73C,1470,1834
47570,UA,5209,CLE,SDF,Y,0,ERJ,1238,1834
47571,AA,24,DCA,SDF,Y,0,CRJ E75,3028,1834
47572,US,5265,DCA,SDF,,0,CRJ,3028,1834
47573,UA,5209,DEN,SDF,Y,0,ERJ,2888,1834
47574,WN,4547,DEN,SDF,,0,73W,2888,1834
47575,UA,5209,IAD,SDF,Y,0,ERJ,672,1834
47576,UA,5209,IAH,SDF,Y,0,E70 ERJ CRJ,389,1834
47577,WN,4547,PHX,SDF,,0,73W,2504,1834
47578,FL,1316,SAN,SDF,Y,0,73W,2272,1834
47579,FL,1316,MDW,SDF,Y,0,73W 733,1117,1834
47580,WN,4547,MDW,SDF,,0,73C 73W 733,1117,1834
47581,AA,24,ORD,SEA,,0,738,140,55
47582,AS,439,ORD,SEA,,0,73H 739 73J,140,55
47583,UA,5209,ORD,SEA,,0,320 752 738 739,140,55
47584,US,5265,ORD,SEA,,0,738,140,55
47585,AA,24,STL,SEA,Y,0,737,1565,55
47586,AS,439,STL,SEA,,0,73H 73J,1565,55
47587,AA,24,KTN,SEA,Y,0,734,2619,55
47588,AS,439,KTN,SEA,,0,734 73Q,2619,55
47589,KL,3090,KTN,SEA,Y,0,734,2619,55
47590,BR,2091,TPE,SEA,,0,744,2693,55
47591,US,5265,TPE,SEA,,0,744,2693,55
47592,AF,137,ATL,SEA,Y,0,757 763 739,2170,55
47593,AM,321,ATL,SEA,Y,0,739 763 757 738,2170,55
47594,AS,439,ATL,SEA,,0,73J,2170,55
47595,AZ,596,ATL,SEA,Y,0,739 757 738,2170,55
47596,DL,2009,ATL,SEA,,0,76W 763 739 757 738,2170,55
47597,KL,3090,ATL,SEA,Y,0,76W 757 763,2170,55
47598,AS,439,FLL,SEA,,0,73H,3230,55
47599,AA,24,MCO,SEA,Y,0,737,2783,55
47600,AS,439,MCO,SEA,,0,73H 73J,2783,55
47601,FL,1316,TPA,SEA,Y,0,73W,3008,55
47602,DL,2009,AMS,SEA,,0,333,3246,55
47603,KL,3090,AMS,SEA,Y,0,330,3246,55
47604,DL,2009,ICN,SEA,Y,0,772 77W,3170,55
47605,KE,3163,ICN,SEA,,0,772 77W,3170,55
47606,OZ,28,ICN,SEA,,0,333,3170,55
47607,UA,5209,ICN,SEA,Y,0,333,3170,55
47608,AA,24,PEK,SEA,Y,0,787,3289,55
47609,CZ,1767,PEK,SEA,Y,0,76W,3289,55
47610,DL,2009,PEK,SEA,,0,76W,3289,55
47611,HU,2660,PEK,SEA,,0,787,3289,55
47612,MU,1758,PEK,SEA,Y,0,76W,3289,55
47613,DL,2009,PVG,SEA,,0,332,3113,55
47614,MU,1758,PVG,SEA,,0,332,3113,55
47615,AA,24,YVR,SEA,Y,0,DH4,1926,55
47616,AC,330,YVR,SEA,Y,0,DH3,1926,55
47617,AS,439,YVR,SEA,Y,0,DH4,1926,55
47618,DL,2009,YVR,SEA,Y,0,DH4,1926,55
47619,UA,5209,YVR,SEA,Y,0,DH3,1926,55
47620,AS,439,LAS,SEA,,0,73G 73H 739 73J,3262,55
47621,DL,2009,LAS,SEA,Y,0,CR9,3262,55
47622,FL,1316,LAS,SEA,Y,0,73C,3262,55
47623,WN,4547,LAS,SEA,,0,73W 733 73C 73H,3262,55
47624,AA,24,LAX,SEA,Y,0,737,938,55
47625,AS,439,LAX,SEA,,0,73H 734 739 73J 73G,938,55
47626,DL,2009,LAX,SEA,,0,73H,938,55
47627,UA,5209,LAX,SEA,,0,319 738 320 752,938,55
47628,VX,5331,LAX,SEA,,0,319 320,938,55
47629,B6,3029,DXB,SEA,,0,77W,3077,55
47630,EK,2183,DXB,SEA,,0,77W,3077,55
47631,AA,24,DFW,SEA,,0,738 757,2188,55
47632,AS,439,DFW,SEA,,0,73J 739,2188,55
47633,US,5265,DFW,SEA,,0,738 757,2188,55
47634,AA,24,JFK,SEA,,0,738,1955,55
47635,AS,439,JFK,SEA,Y,0,738,1955,55
47636,B6,3029,JFK,SEA,,0,320,1955,55
47637,DL,2009,JFK,SEA,,0,752 757,1955,55
47638,US,5265,JFK,SEA,,0,738,1955,55
47639,AA,24,MIA,SEA,,0,757,927,55
47640,US,5265,MIA,SEA,,0,757,927,55
47641,AS,439,YEG,SEA,Y,0,DH4,1977,55
47642,AS,439,YLW,SEA,Y,0,DH4,2953,55
47643,AS,439,YYC,SEA,Y,0,DH4,2233,55
47644,AS,439,SAT,SEA,,0,73H 73J,1547,55
47645,AA,24,SNA,SEA,Y,0,737,3212,55
47646,AS,439,SNA,SEA,,0,73G 73H,3212,55
47647,AF,137,CDG,SEA,Y,0,332,1440,55
47648,AZ,596,CDG,SEA,Y,0,332,1440,55
47649,DL,2009,CDG,SEA,,0,332,1440,55
47650,DE,1868,FRA,SEA,,0,767,650,55
47651,LH,3320,FRA,SEA,,0,333 343,650,55
47652,UA,5209,FRA,SEA,Y,0,333 343,650,55
47653,AA,24,LHR,SEA,,0,777,148,55
47654,AF,137,LHR,SEA,,0,76W,148,55
47655,AY,2350,LHR,SEA,,0,744 777,148,55
47656,BA,1355,LHR,SEA,,0,744 777,148,55
47657,DL,2009,LHR,SEA,,0,76W,148,55
47658,IB,2822,LHR,SEA,Y,0,744,148,55
47659,KL,3090,LHR,SEA,Y,0,76W,148,55
47660,VS,5347,LHR,SEA,,0,76W,148,55
47661,AS,439,FAI,SEA,,0,73J 73H 73G 739,523,55
47662,DL,2009,NRT,SEA,,0,333,2982,55
47663,NH,324,NRT,SEA,,0,788,2982,55
47664,UA,5209,NRT,SEA,Y,0,788,2982,55
47665,DL,2009,HND,SEA,,0,76W,721,55
47666,AS,439,ANC,SEA,,0,73H 73J 734 73Q 739 73G,2864,55
47667,DL,2009,ANC,SEA,Y,0,73J,2864,55
47668,UA,5209,ANC,SEA,,0,739 738,2864,55
47669,AA,24,CLT,SEA,,0,320 321 319,2741,55
47670,US,5265,CLT,SEA,,0,320 321 319,2741,55
47671,AS,439,YYJ,SEA,Y,0,DH4,283,55
47672,DL,2009,DTW,SEA,,0,753 757 739,2025,55
47673,AF,137,MSP,SEA,Y,0,753,2341,55
47674,AS,439,MSP,SEA,,0,739 73G 73J,2341,55
47675,DL,2009,MSP,SEA,,0,738 739 757 753 763,2341,55
47676,KL,3090,MSP,SEA,Y,0,757,2341,55
47677,SY,4356,MSP,SEA,,0,73G 738,2341,55
47678,AS,439,BIL,SEA,Y,0,DH4,460,55
47679,AA,24,BOS,SEA,Y,0,737,1508,55
47680,AS,439,BOS,SEA,,0,73J 73H,1508,55
47681,B6,3029,BOS,SEA,,0,320,1508,55
47682,AA,24,EWR,SEA,Y,0,737,334,55
47683,AS,439,EWR,SEA,,0,73J,334,55
47684,UA,5209,EWR,SEA,,0,739 320 319 738,334,55
47685,AC,330,YYZ,SEA,,0,E90,3121,55
47686,AA,24,PHL,SEA,,0,320 321,2634,55
47687,AS,439,PHL,SEA,,0,73J 73H,2634,55
47688,US,5265,PHL,SEA,,0,320 321,2634,55
47689,WN,4547,ABQ,SEA,,0,73W,874,55
47690,AS,439,AUS,SEA,,0,739 73H,1288,55
47691,AS,439,BOI,SEA,Y,0,DH4,898,55
47692,AA,24,BUR,SEA,Y,0,737,3049,55
47693,AS,439,BUR,SEA,,0,73H 73G,3049,55
47694,WN,4547,BWI,SEA,,0,73W,1470,55
47695,AS,439,COS,SEA,,0,CR7,2270,55
47696,AS,439,DCA,SEA,,0,73H,3028,55
47697,AA,24,DEN,SEA,Y,0,737,2888,55
47698,AS,439,DEN,SEA,,0,739 73G 73H,2888,55
47699,F9,2468,DEN,SEA,,0,319 320,2888,55
47700,UA,5209,DEN,SEA,,0,320 738 739,2888,55
47701,WN,4547,DEN,SEA,,0,73W 73H,2888,55
47702,AS,439,EUG,SEA,Y,0,DH4,2201,55
47703,AS,439,FAT,SEA,,0,CR7,3167,55
47704,AS,439,GEG,SEA,,0,734,1849,55
47705,AS,439,HNL,SEA,,0,73H,450,55
47706,DL,2009,HNL,SEA,,0,753,450,55
47707,HA,2688,HNL,SEA,,0,332,450,55
47708,UA,5209,IAD,SEA,,0,739 752 320,672,55
47709,AS,439,IAH,SEA,,0,73J,389,55
47710,DL,2009,IAH,SEA,Y,0,73J,389,55
47711,UA,5209,IAH,SEA,,0,319 320 739 738,389,55
47712,AS,439,JNU,SEA,,0,734 73Q 73H,669,55
47713,AS,439,KOA,SEA,,0,73H,2733,55
47714,AA,24,LGB,SEA,Y,0,CR7,2113,55
47715,AS,439,LGB,SEA,Y,0,CR7,2113,55
47716,B6,3029,LGB,SEA,,0,320,2113,55
47717,AS,439,LIH,SEA,,0,73H,507,55
47718,AA,24,MCI,SEA,Y,0,737,1493,55
47719,AS,439,MCI,SEA,,0,73J,1493,55
47720,FL,1316,MCI,SEA,Y,0,73W,1493,55
47721,AS,439,MFR,SEA,Y,0,DH4,2655,55
47722,FL,1316,MKE,SEA,Y,0,73W,2156,55
47723,WN,4547,MKE,SEA,,0,73W,2156,55
47724,AA,24,OAK,SEA,Y,0,737,2967,55
47725,AS,439,OAK,SEA,,0,73G 73H 734,2967,55
47726,WN,4547,OAK,SEA,,0,733 73C 73W,2967,55
47727,AS,439,OGG,SEA,,0,73H,2052,55
47728,HA,2688,OGG,SEA,,0,332,2052,55
47729,AS,439,OMA,SEA,Y,0,CR7,975,55
47730,AA,24,ONT,SEA,Y,0,737,1352,55
47731,AS,439,ONT,SEA,,0,734 73H,1352,55
47732,AS,439,PDX,SEA,Y,0,DH4 CR7,916,55
47733,UA,5209,PDX,SEA,Y,0,EM2,916,55
47734,AA,24,PHX,SEA,,0,320 321,2504,55
47735,AS,439,PHX,SEA,,0,73H 73J 73G 734,2504,55
47736,US,5265,PHX,SEA,,0,320 321,2504,55
47737,WN,4547,PHX,SEA,,0,73W 73C 733,2504,55
47738,AS,439,PSP,SEA,,0,73H 734 73J,1097,55
47739,AS,439,RDM,SEA,Y,0,DH4,1860,55
47740,AS,439,RNO,SEA,Y,0,DH4,2374,55
47741,WN,4547,RNO,SEA,,0,73W,2374,55
47742,AA,24,SAN,SEA,Y,0,737,2272,55
47743,AS,439,SAN,SEA,,0,73J 73H 73G 734 739,2272,55
47744,DL,2009,SAN,SEA,Y,0,73J 73H 734 739 73G,2272,55
47745,AS,439,SBA,SEA,Y,0,CR7,2005,55
47746,AA,24,SFO,SEA,Y,0,737,2977,55
47747,AS,439,SFO,SEA,,0,73H 734 73G 73J 739,2977,55
47748,DL,2009,SFO,SEA,Y,0,E75 734,2977,55
47749,KL,3090,SFO,SEA,Y,0,734,2977,55
47750,UA,5209,SFO,SEA,,0,319 738 739 320 752 753,2977,55
47751,VX,5331,SFO,SEA,,0,320 319,2977,55
47752,AA,24,SJC,SEA,Y,0,737,2512,55
47753,AS,439,SJC,SEA,,0,73H 739 734 73J,2512,55
47754,WN,4547,SJC,SEA,,0,73H 733 73C 73W,2512,55
47755,AS,439,SLC,SEA,,0,739 734 73H 73G,2056,55
47756,DL,2009,SLC,SEA,,0,320 738 73H 757 739,2056,55
47757,FL,1316,SLC,SEA,Y,0,73W 73C,2056,55
47758,WN,4547,SLC,SEA,,0,73W 73C,2056,55
47759,AA,24,SMF,SEA,Y,0,737,407,55
47760,AS,439,SMF,SEA,,0,73H,407,55
47761,DL,2009,SMF,SEA,Y,0,73H,407,55
47762,FL,1316,SMF,SEA,Y,0,73W,407,55
47763,WN,4547,SMF,SEA,,0,73W 73C 733,407,55
47764,AS,439,STS,SEA,Y,0,DH4,301,55
47765,AS,439,TUS,SEA,,0,73J,2931,55
47766,FL,1316,DAL,SEA,Y,0,73W,2065,55
47767,FL,1316,MDW,SEA,Y,0,73W 73H,1117,55
47768,WN,4547,MDW,SEA,,0,73H 73W,1117,55
47769,AS,439,ALW,SEA,Y,0,DH4,1769,55
47770,AS,439,BLI,SEA,Y,0,DH4,1573,55
